Id,Kazakh,Russian,English,Level
1837,үнемдеу,экономить; беречь,to save,B1
1838,демалу,отдыхать,rest,B1
1839,қиын,трудный; сложный,difficult,B1
1840,керісінше,наоборот,on the contrary,B1
1841,ақы төлеу,платить за труд; платить за,to pay for work,B1
1842,электр қуаты,электроэнергия,electric power,B1
1843,көрініс,вид,look,B1
1844,қақпа,ворота,the gate,B1
1845,тыныш,тихий,calm,B1
1846,шулы,шумный; оживленный,noisy,B1
1847,жалықтыру,наскучить; надоесть,"tire, bore",B1
1848,залал; зиян,вред,harm,B1
1849,зиян келтіру,причинять вред; вредить,to harm,B1
1850,зияндылық,вредность,harmfulness,B1
1851,темекі тартудың,вред от курения,risk of smoking,B1
1852,қызыққа толы,полный веселья,full of fun,B1
1853,орналасу,размещение;,location,B1
1854,лас,грязный,dirty,B1
1855,алдын ала,заранее; предварительно,in advance,B1
1856,әлем бойынша,по миру,around the world,B1
1857,әлеумет,народ; публика,societies,B1
1858,қоғамдық көлік,общественный транспорт,public transport,B1
1859,тұманды,туманный,foggy,B1
1860,алып,большой; громадный,big; colossal,B1
1861,жағымсыз,неприятный; противный,unpleasant,B1
1862,созылу,продолжаться,"continue, last",B1
1863,қауіпті,опасный,dangerous,B1
1864,халық саны,численность населения,population,B1
1865,бәссауда,аукцион,on sale,B1
1866,тынымсыз өмір,беспокойная жизнь,lifelong life,B1
1867,телефон шалу,звонить по телефону,call,B1
1868,туралы,о; про,about,B1
1869,қарау,смотреть,see,B1
1870,нәрсе,вещь; предмет; что-нибудь,thing,B1
1871,түк; ешбір; ешқандай,ничего; нисколько,any,B1
1872,дәнеме; ештеңе,ничего,nothing,B1
1873,кешке таман,ближе к вечеру,in the evening,B1
1874,орын алу,занимать место,take the place,B1
1875,өзгешелік,особенность; различие,difference,B1
1876,басқаша,иначе; по-другому,otherwise,B1
1877,ұстаным,позиция,position,B1
1878,бұзу,нарушать,break,B1
1879,тырысу,стараться; стремиться,to try,B1
1880,мәселен,к примеру; например,for example,B1
1881,жауапкершілік,ответственность,responsibility,B1
1882,барынша,как можно более;,the maximum,B1
1883,мол; көп,много,"a lot of, a plenty of",B1
1884,аялау,беречь; заботиться,take care of,B1
1885,тап-таза,совершенно чистый,pure,B1
1886,шашылу,разбрасывание,scattering,B1
1887,әл-ауқат,благосостояние;,wealth,B1
1888,орта,среда,"surrounding, environment",B1
1889,қалғаны,остальное,the rest (of),B1
1890,жоспарлы,плановый,planned,B1
1891,орындау,выполнять,"to accomplish, to execute",B1
1892,қарап шығу,просмотреть,look through,B1
1893,шолу жасау,делать обзор,make a review,B1
1894,жұмыс орны,рабочее место,work place,B1
1895,тұрмыс,быт,"life, living",B1
1896,қолайлы,удобный,convenient,B1
1897,емес,не (именное отрицание),not,B1
1898,жеткізу,доставка,delivery,B1
1899,ұмытылмау,не забывается (забываться),not to be forgotten,B1
1900,ұту,выигрывать,win,B1
1901,жол жүру,путешествовать,journey,B1
1902,ақысыз,бесплатно,free,B1
1903,аралау,бродить; посещать; ходить,to roam,B1
1904,әсем жер,красивое место,a beautiful place,B1
